id,reference_to_national_permit,lang
ircc_692,"A letter of the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus &#34;Compliance with the Nagoya Protocol requirements&#34; to the Institute of Genetics and Cytology, the National Academy of Sciences, confirming the compliance with the Nagoya Protocol when the genetic resources were transferred to the Potato GeneBank of the US Department of Agriculture.",en
ircc_698,"Scientific permit SE/P-21-17. Request 0394-17. Flora. Special (observation, collection). Taxonomy of the genus Witheringia (Solanaceae).",en
ircc_702,"&#10;&#9;&#9; Permiso cientifico SC/P-5-18. Numero de Solicitud 0138-18, fecha de solicitud: 6 abril 2018. Colecta de muestra de plantas. La Investigacion se refiere a Estudio para probar la eficacia antimalarica de los compuestos de Simaba cedron por medio de transformacion enzimatica.",en
ircc_704,"Scientific permit No.SEX/A-123-17. FAUNA. Export. Project title: Uso de herramientas de monos cariblancos ( Cebus capucinus ) en el Parque Nacional Coiba, Panama. (Use of tools of white-faced monkeys ( Cebus capucinus ) in the Coiba National Park, Panama).Request N0449-17. collection permit NSE/A-37-17.",en
ircc_718,"Tick specimens, larvae, nymphs",en
ircc_719,"7000 vials containing fecal/blood/tissues samples of Grevy zebra (1,000 samples will be collected for DNA extraction, triplicate vials of each specimen will be stored (total 2000)1000",en
ircc_720,"Research Authorization NACOSTI/P/19/17934/30963 1kg fresh dung, dry soil and not more than 10kg water decaying wood logs, decaying vegetation and sediments for the project: soda lakes genetic resources and exchange of materials as per the developed standard operating procedure and the statement of work on microbial genetic resources for export.",en
ircc_721,Bird for genetic analysis presence of coffee berry borer (hypothenemus hampei big headed ant pheidolemegacephala effects of climate and shade tree habitat on birds insects pests,en
ircc_722,"Equine, Bovine, Elephant, Hippopotamus, Caprine, Porcine, Murine, Canine, Reptile, Feline and Laporidae species and 1000 samples of 20g Dried Vegetation Specimen",en
ircc_723,post mortems on antural wildebeest and zebra mortalities found opportunistically : Greater Serengeti Mara ecosystem,en
ircc_724,"; Fecal 600 2-CC vials, blood 200 2-CC vials, scent secretion 70 1-CC vials of the spotted Hyena; in comparing carnivore densities between conservancies in Talek Laikipia county/Effects of status on global DNA methylation, Microbial diversity among hyena body sites. For export.",en
ircc_725,"Inflorescence, root, stem leaf, fruit and underground storage organs of the identified baboon food plant species (trees, Grasses, sedges and shrubs/forbs/herbs)",en
ircc_726,Ms. HU George Wang China insect tissues (limbs) for DNA bar coding for species identification of isect fauna on a focal plant (solanum campylacanthum),en
ircc_727,"DR.Gerald Mkoji , Biomphalaria Snails Species located Lake Victoria in Kisumu",en
ircc_728,"Dr. J. Grant C. Hopcraft of passport ID No GA226134 Institute for Biodiversity, Animal Health and comparative medine University of Glasgow UK G 128QQ",en
ircc_731,Lincense no. NACOSTI/P/20/3833 Applicant identification Number 277793,en
ircc_732,"Prof Mar Cabeza of Passport /ID No. PAC 204236 Department of Biosciences University of Helsinki Viikinkaari 1 F100014, Helsinki Finland",en
ircc_733,Prof. Shannon Christa Mcfarlin passpost no. USA 545700853 800 George Washington University office of the Vice president of research 2121 Eye st. NW Ste,en
ircc_734,"Application in Form-III for seeking approval for the invention &#34; A biopesticide formulation for controlling insect, pest and fungal pathogens and process for preparation thereof&#34; for obtaining IP Rights in India. Indian Patent Application Number:1507/DEL/2009",en
ircc_735,"Application in Form-III for seeking approval for the invention &#34; A mouth freshener&#34; for obtaining IP Rights in United States of America, Canada, India, United Arab Emirates, Eurasia, Europe and Japan. Indian Patent Application Number: 4002/MUM/2014 PCT Number : PCT/IB2015/059544 &#10;&#9;&#9;",en
ircc_736,Application in Form I for accessing pulses from Gujarat and Karnataka for research.,en
ircc_737,Application in Form-III for seeking approval for the invention&#34; Process for preparing fresh tea with vanillin flavor&#34; for obtaining IP Rights in India . Indian Patent Application Number : 4637/CHE/2012 &#10;&#9;&#9;,en
ircc_738,Application in Form-III for seeking approval for the invention &#34; Herbal Formulation for prevention and treatment of respiratory infections&#34; for obtaining IP Rights in India Indian Patent Application Number: 1225/CHE/2007,en
ircc_739,Application in Form-I for access to Spirulina from Andhra Pradesh for commercial utilization.,en
ircc_740,Application in Form-I for collecting the blood samples of Jerdon's Bushlark from Karnataka for conducting taxonomy study.,en
ircc_741,Application in Form-III for seeking approval for the invention &#34; A novel herbal topical composition for use in treating Otorrhoea&#34; for obtaining IP Rights in India. &#10;&#9;&#9;,en
ircc_742,Application in Form-I for accessing plant extracts from Karnataka for commercial utilization.,en
ircc_743,Application in Form I for access to plant materials and insects from Uttarakhand for research.,en
ircc_744,Application in Form-III for seeking approval for the invention &#34; A herbal composition effective against gastrointestinal endoparasitic infections in animals&#34; for obtaining IP Rights in India. Indian Patent Application Number:562/KOL/2012,en
ircc_745,Application in Form-III for seeking approval for the invention &#34; Herbal composition for treatment or prevention of asthma and associated respiratory diseases&#34; for obtaining IP Rights in India . Indian Patent Application Number: 1467/MUM/2012,en
ircc_746,Application in Form-III for seeking approval for the invention &#34; Herbal formulation for treatment of Bone fracture&#34; for obtaining IP Rights in India. Indian Patent Application Number: 322/DEL/2013,en
ircc_747,Application in Form-III for seeking approval for the invention Natural mosquito repellent and process to prepare the same for obtaining IP Rights in India Indian Patent Application Number: 439/CHE/2012,en
ircc_748,Application in Form-III for seeking approval for the invention Isolation of phytoconstitutent from Bombax ceiba for obtaining IP Rights in India &#10;&#9;&#9; Indian Patent Application Number: 49/KOL/2013,en
ircc_749,"Application in Form-III for seeking approval for the invention &#34;Development of Multiplex Polymerase Chain Reaction for the simultaneous detection of Nuclear Polyhedrosis Virus (NPV), Denso Nucleosis Virus DNV and Nosema bomycis infecting the silkworm, Bombyx mori &#34; for obtaining IP Rights in India &#10;&#9;&#9; Indian Patent Application Number: 1746/CHE/2008",en
ircc_750,Application in Form-III for seeking approval for the invention Herbal Soft drinks for obtaining IP Rights in India Indian Patent Application Number: 2114/CHE/2006,en
ircc_751,Application in Form-III for seeking approval for the invention Novel composition of papain as desloughing skin care agents and method thereof for obtaining IP Rights in India &#10;&#9;&#9; Indian Patent Application Number: 151/MUM/2007,en
ircc_752,Application in Form-III for seeking approval for the invention Topical Pharmaceutical formulation for obtaining IP Rights in India Indian Patent Application Number: 76/MUM/2009,en
ircc_753,Application in Form-III for seeking approval for the invention A process for commercial production of Organic Spirulina for obtaining IP Rights in India Indian Patent Application Number: 958/DEL/2015,en
ircc_754,"A letter of the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus ""Compliance with the Nagoya Protocol requirements"" confirming the compliance with the Nagoya Protocol when the genetic resources - 103 filters with riverine invertebrates and fish DNA fixed by buffer - were transferred to the University of Otago, New Zeland for scientific purpose and joint publications",en
ircc_755,"A letter of the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus ""Compliance with the Nagoya Protocol requirements"", confirming the compliance with the Nagoya Protocol when the genetic resources (41 tubes with root samples of Orchidaceae - Corallorhiza trifida , Liparis loeselii and Listera cordata) were transferred to the Landscape Arboretum of the University of Minnesota for scientific research",en
ircc_758,"A letter of the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus ""Compliance with the Nagoya Protocol requirements"" confirming the compliance with the Nagoya Protocol when the genetic resources - 1000 samples of Antarctic organisms (fragments of tissues, bodies or thalli) - were transferred to the to the Centre for Biodiversity Genomics, Canada for scientific purpose and joint publications",en
ircc_759,"A letter of the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus ""Compliance with the Nagoya Protocol requirements"" to the Institute of Genetics and Cytology, the National Academy of Sciences, confirming the compliance with the Nagoya Protocol when the genetic resources (tubers) of Belarusian diploid potato lines (IGC 09/8.24; IGC 12/45.12; IGC 12/42.1; IGC 12/42.3; IGC 08/29.39) were transferred to the the Federal State Budgetary Scientific Institution ""K.A. Timiryazev Institute of Plant Physiology of the Russian Academy of Sciences""",en
ircc_760,"A letter of the Ministry of Natural Resources and Environmental Protection of the Republic of Belarus ""Compliance with the Nagoya Protocol requirements"", confirming the compliance with the Nagoya Protocol when the genetic resources (of Malaxis monophyllos (17 tubes), Hammarbya paludosa (24 tubes), Goodyera repens (25 tubes) and Epipactis helleborine (20 tubes) were transferred to the Texas Tech University for continue scientific research Landscape Arboretum of the University of Minnesota",en
